,text,aspect,label
2333,"the name of the workspace is ""miia's workspace"" the name of the main page is ""nikki"" (this disappeared) the last time i used","workspace""",1
1507,timely and speedy delivery.,delivery.,2
158,please share a screenshot of the left panel with text tab selected.,screen,1
3727,"can not make it image and text for exampple, on ""one line""",text,0
3795,here you can find a screen recording,screen,1
3620,ah so did that turn off the volume for just that one scene?,scene,1
3719,i wish add the rotate and crop image functions,image,0
409,"haptics, sound design and responsive gesture animation are like a drug for me.","Haptics,",0
1774,is it just my device/network or is @notionhq search slow? :/,search,0
1781,good experience except covid lockdown when other services were running,services,0
725,please know that the public version of notion's api will launch in spring 2021.,API,2
1830,"i love notion, use it every day, but this sucks and i am pissed right now.","every day,",2
2995,if i go to istock website and do a search and find a picture or a videot here is possible to find same here in plataform?,website,1
839,everyday I am getting more and more into the notion.,everyday,2
1229,"Asana is the ideal way to organize the entire team and project processes. 
",team,1
2658,"but i also want to add a personal column to it without affecting the original, can i do that?",column,1
148,ok - i tried that but the export seemed to get stuck at 99%,stuck,0
1997,this is the most famous productive application i used this application with my windows software it make my work more easy and productive.,This,2
2729,@notionhq it would be nice if we could have an option to see the export's cut lines on the pages to get a perfect v.,lines,2
3765,certain items are not available for purchase more than a week.,items,0
3803,you have registered using google.,Google.,1
3535,"what i see is, my card has been charged 20$",card,0
1837,"hello swapnil, i was charged today for $360 but messaged yesterday to cancel the free trial",trial,1
2005,3. can not change the size 4.,size,0
308,"overall it is a good app, please add widget feature for android, widget make us easier to know our tasks in home screen without open the app",widget,0
2627,you can use the code bradx25 to get a 25% discount on any of our subscription plans,plan,1
2087,"I’ve tried different ways to sync Asana calendar with iPhone calendar, it’s impossible. 

",calendar,1
2682,worst service so far.,service,0
787,"@notionhq i would love for an easier way to insert emojis into /text fields in desktop, having to search and copy t.",search,1
756,"finally, another thing that need to be sorted is the sync between all devices as most of the notes i have done on notion on my ipad is not shown when i open it on my iphone.",sync,0
398,", bc this account needs a pricing-model.",pricing,1
2185,am hi how to edit with dis app on a phone,edit,1
311,send the products that you have charged for.,products,0
1740,we see you have used our 14 day trial and did not cancel the subscription from your side and were thus charged.,charged.,0
718,how can i embed an image from a link in a gallery template?,template?,1
826,Tried adding a column of numbers.,column,1
2868,Stupid the email notifications are set automatically.,email,1
3761,"so, when i click the ""reading notes"" on the table of reading list, id like it direct me directly to the page of the reading note","notes""",1
153,you have long product list but availability is very poor.,availability,0
3372,"Airtable was a breath of fresh air after decades of Google Sheets but it’s starting to show its age. 

",Google Sheets,0
3457,"Asana is the best project management service, but the app needs a multi-account login.",account,1
904,"some day the delivery boy delivers less quantity of milk , someday he drops other brand, some day he does not deliver but updates in system that it is delivered.",milk,0
2641,"while i love notion on my desktop, the usability of this app is atrocious.",app,0
3915,you really saved my money.,saved,2
3932,"app is good, no issues nothing , just the thing , i urge developers to add handwriting and notebook featire with templates it would be blessing.",App,2
433,i started notion not long ago and i am a student and have a university student account.,student,1
2613,to need the internet just to be able to open the app makes this less of an android native app and more of a web app.,web app.,0
561,"This is a great database app, but is there no way to export files (to CSV or some other format) in the iOS version?  ",files,1
507,"@mitevpi @notionhq I am using it all the time and have not been affected, but i have noticed that loading templates i.",templates,0
1996,"overall good app, can be quite overwhelming to those who want to integrate notion into their work flow for the first time so starting out with templates and getting ideas is a good place to start","app,",2
3338,how to put transparency in the image,image,2
3116,"it is difficult to type every time as we have a option to use touch pen (i.e. apple pencil,s-pen).iam more pleasurable if you make this in the app.",Pen,0
1794,"really good so far, but I would love if the app could have more gestures, especially the app drawer which you currently can not swipe away.",app,0
2339,i uninstalled notion because it takes too long to load.,load,0
3474,"the desktop experience is second to non, but i found that the mobile version can be laggy and behave weird sometimes",desktop experience,2
773,it did not work since i never logged in with my apple,APPLE,0
1243,and another question that means: 20 remove background credits,Remove,1
1132,could you please help me change the email address of my account?,account,1
1620,i just put this computer in the timeline.,timeline.,0
3903,"I’ll be the first to say, I love Airtable, but the iOS zap is almost completely useless.",iOS,0
3956,There are no functions to merge one task or move it as a subtask of another.,task,1
3361,+ aesthetic database text + tiled header (more r.,aesthetic,2
499,i started using your platform some weeks ago but realised it is not for me unfortunately.,platform,0
2804,the delivery person should place the heavy load like melons and onions at the bottom and the light lioad on the top of the shopping bag which i place outside my door .,melons,0
3713,"1) handwriting option, i dominantly use it on my ipad and it would be great if that could be added.","option, I",0
1418,may i know the reason for cancellation?,cancel,1
1913,"I am not sure if this was the workspace you are talking about but the main page was called ""home"".",workspace,1
1188,"great app for storing notes, but it takes a really long time just to open the application on the phone.",app,2
3877,"you can make lists, tables, insert pictures, link it to your calendar, and more.","lists,",2
2315,"i agree it would be great to add global tags to be used inside page content, and we shared this with our engineering and product team to assist with project prioritization and planning.",tags,1
3088,how can i change the home language in app ?,home language,0
828,this app has been a life-saver.,app,2
1348,"it is not going to my spam folder, so i worry it is being blocked by an interim spam server.",spam,1
393,I fell in love with Airtable and quickly felt inspired to get all my team on it for project management.,project management,1
2517,because this android version is a nest of bugs.,Android version,0
3413,"so much pratik, i will follow up with an email.",email.,2
3276,one of the big plus was the integration with onedrive and outlook.,integration,2
1834,"I have downloaded this app on my phone, removed it, and downloaded it again only for it not to open each time.",downloaded,1
2587,great app,app,2
3093,can anyone tell me how to adjust the size of the texts .,texts,0
1695,"This app saves everything on their servers. Cannot do anything offline. 
No Internet, Useless 
Out of Business, Useless 
Server Goes Down, Useless 

I cannot find an option to export data in CSV format. If there is any type of access failure you lose, whether it is on their side or your side. 

It should operate with a Dropbox like feature where a local copy and cloud copy exists. If Dropbox were to disappear tomorrow, you would still have all your files. If Airtable were to close their doors for any reason, you lose even if is a temporary basis such as for maintenance.",Dropbox,1
3367,i saw the notification about being out and figured i could archive some older.,archive,1
3157,"on top of that, notion is a really well thought out and intuitive note taking app.",app.,2
3064,and let us make organize my notes better than any other app.,app.,0
926,guys for many types of pages I am sharing it would be vastly preferable to force dark mode.,sharing,1
3540,reduce delivery fees,delivery fees,0
332,i did'nt want to renew this year as i have not really used it for the last year.,renew,0
2885,"hi stephanie, apologies that the app on your computer did not work.",computer,0
421,I tested the system out for a company project as we aren’t 100% happy with current system,project,0
1032,"ah ok, i need to go and find some birdsong audio from another platform",audio,1
2455,i started using @nimbuswebinc,started using,1
3622,i was about to download a video project i barely finished and the site went blank and my work is gone.,download,0
2724,very bad experience for today incessant,bad experience for today,0
1633,"so if i pay, can i then pause?","pay,",1
3384,"After the version is up, when you create a new task by operating on iPhone, you can only enter the task name hiragana.
",task,1
2881,"There is no desktop app to sync into, either you have to use the browser systematically, or some extension to some other software you may or may not be using.",sync,1
3289,@ianaitchison @roamresearch @notionhq notion support suggested to me that import may fail with a note whose attribu.,support,0
1184,how can i be sure that my subscription is cancelled,subscription,0
3547,"When I want to type text on a field that has Long text and rich text formatting, I can’t see what I am typing above.",field,1
3779,these are just my observations from using the app for three days and searching around for problems i had on youtube and the internet.,app,2
3115,"also, is there anyway to be able to edit videos longer than 15 min?",edit,1
3307,"ease of ordering, prompt delivery, refunds easy, issues resolved on chat, great range of products,",Ease,2
1939,"your delivery service, missing items in order , and missed items you did not rearrange it , most of fruits and vegetables are bad quality",fruits,0
3689,my order was marked as delivered,delivered,0
476,"when we cancelled our delivery, we do not receive our amount.","delivery,",0
1140,"8 26 97 27 75, line",Line,1
883,i had signed the trial to test some videos but by mistake forgot to disactivate it.,trial,1
961,please deliver correct items and ensure that they are not damaged.,deliver correct,0
3970,"@notionhq i want to request you to please fix up the bug - ""while copy pasting or while importing any web page/docu.",web,1
3129,i was happy with notion the moment i learned about it and had my hands on it.,notion,2
1492,please have some focus on customers and service,service,0
579,I wish I was in Spanish...,Spanish,1
3544,there are foss apps that do a better job than this while having a better ui.,UI.,0
3642,update: changed my review to 5 stars now because finally loading times are reasonable and you can view your notes while offline.,offline.,2
2464,first of all i would like to say that i do not really write app reviews,app,2
3983,i use onenote from my office subscription,subscription,2
3492,Genius and a more lucid Excel on Steroids,Excel,1
2984,I don't use Russian until you can use Russian!,Russian,1
1784,very poor in refunding money for supplying articles already expired or near expiry .,refunding,0
633,the edits does not show up after rendering.,rendering.,0
2420,"I use it on my iPhone and so far it worked very well, but it would be great to have an option to show all the main tasks planned for the month, in summary mode.",tasks,1
180,request to generate a scim api token for workspace 0cb2369a-f535-43fd-9daf-eb.,API,1
2537,"a 14 day trial, like the other plans, would work perfect","plans,",2
628,On web it is very good app but could anyone help me open the Asana app from my cell phone?.,web,2
1965,milk delivery is good and regular.,Milk delivery,2
280,it is more than 3 months and still my green bag has not come.,green bag,0
621,"it is still not quite as fast to open as, say, google keep, but considering how powerful and versatile notion is, its really not the problem it used to be at all.",Notion,2
1614,and please make the animation a little smoother.,animation,0
3724,"after 13.may update the app loads ways faster, not perfect but way better.",app,2
1505,good products & good service,products,2
2116,required internet to launch the apps,Required,2
2201,I get about 25 irrelevant emails a day and can find no way of stopping this using an iPad,iPad,1
3415,"i like your delivery service, customer support.",customer support.,2
1264,"ok, share the new accounts emails with me",share,2
225,i was not aware i was deleting the whole journal,journal,1
3832,ok will do at the when I have finished editing,editing,1
617,"every time i try to edit a page or create a link, the tools or keyboard flash up for half a second and close back down.",page,0
1398,"my concern is if i use multiple videos in one project, i can not use again this month?","project,",1
25,"sometimes, entries in all databases disappear and i have to restart the app to be able to load data again.",time,0
2698,i want subscribe yearly with you,subscribe,1
412,the video is not uploading to the video,uploading,0
890,"i doubt that you guys would improve, stop the delivery fees, and start delivering what you exhibit in your app.","delivery fees,",0
1874,"also, we have a 40% off on the yearly plans.",plan,0
2846,"and for the desktop and ipad app -- please let us change the image size with more freedom, instead of doing it through columns.",with more,0
1623,i have not been delivered supr bag yet despite more than one month of milk subscription.,Milk,0
1602,", you gota know all the tools it offer to take the best out of it, but if you just what to take practical and visual notes this is the perfect app for you.",tools,0
3171,service should be improved to 80%.,Service,0
1799,please follow the above article to update the card,card,0
1250,"non amo molto l'interfaccia mobile di questa app, andrebbe ottimizzato per questo tipo di dispositivo, ma resta comunque un applicazione molto utile e perfetta su pc.",Non,2
1829,"tried re-installing several times, using a template, making own template, checking my keyboard",keyboard,0
3671,by giving best quality at best price,quality,0
1607,Incredible versatile app and the free version is enough for my needs.,free,1
741,"in the first scene, the bottom video, select it and mute it, it should be fine",mute,0
3796,but what if i cropped just the one blue side out and added some text on text on the right like a story?,text,1
2402,but as a mobile app i would love to see some widgets since opening the app,mobile app,0
3400,do you have any plans to build native ios app?,iOS,1
89,"good afternoon team, just want to cancel this subscription please as we are getting billing coming into our accounts but have no idea which email is linked to it.",subscription,1
2426,Please add a google drive like feature for sharing files & folders with colleagues,files,1
1258,customer service and commitment given,Customer service,0
3049,I am having an issue where each callout created is displaying all red text instead of the default color.,text,0
450,"I have about 3 years using this app as my schedule and task control, it's perfect from the basic version.",task,1
3979,can something like this be done in notion too - especially the subscription to multimple google calendars in one overlaid by tasks?,subscription,1
3015,icon on the bottom to report any bugs if you see them.,bugs,0
132,no offers for regular subscribers,offers for regular subscribers,0
1502,"by quoting fair price, providing fresh vegetables and fruits, more deals if possible, etc",fresh vegetables,0
1293,could i upload 3 seperate video files for mash up into one final video?,upload,0
3406,"notion team notion.so, the all-in-one workspace for your notes, tasks, wikis, and databases.",workspace,2
3580,you deliver rotten stuff.,deliver rotten stuff.,0
727,you can go ahead and share the other databases,share,1
1995,"In terms of work, living in the north is very hard to stay on task and organized when employed.",task,1
3562,"i looked into this for you and saw another user on the ""amoshh"" workspace, an admin.",workspace,1
2105,please get in touch with the notion team to get access to api.,API.,1
1880,"it is really slow, it takes like 20secs to just open the app.",app.,0
3703,"ok, share the new accounts emails with me",account,1
570,i am trying to share it to youtube.,Youtube.,1
2179,the only con is that it is slow to open especially on slow internet connection.,internet connection.,0
1922,the reason i gave 4 stars is because notion does not have a widget for android.,android.,0
3766,"at this time, some features like importing, resizing images, dragging/reordering columns are not available on our mobile apps.",images,1
285,in this troubling times would like to have products delivered however service has been erratic,products delivered,0
1655,you can use 1:1 dimension templates for fb ads.,templates,1
1838,I answer for some reviews that I have read... to exploit formulas and other functions need access from browser...,browser,1
292,hmm.. concerning you should properly map premium plans to unlimited,premium,0
425,so my colleague used one of your templates to make a youtube intro and outro video.,YouTube,1
2589,"it is being used at my company, but we will have to switch as this app is not accessible",not,0
3825,"This app is a very simple, easy to use project management app.",project,1
1223,related to #1 would you recommend doing clip editing for 75 minutes of video.,edit,1
2395,"either you are on android, ios or on your windows laptop.",iOS,0
3630,amazing app for productive life,app,2
790,"i love notion so much, it has been a great tool for organizing almost everything.",organizing,2
3002,awesome app.,app.,2
503,on time delivery no skip,time delivery,0
3575,but i think i did not use a premade template.,template.,0
1667,"i clicked on download & share, but it does not asked me where to put it :-(",Download,1
369,"your workspaces stay consistent, c.",workspaces,2
2261,"I use this app daily to accomplish complex tasks quickly and easily. 
",complex tasks,1
1394,i cannot put into words how much i love this app.,app.,2
3565,"yes, i see you have now gone on the unlimited yearly plan for $180 with 50% off, so that is carried forward - but if you are interested in an unlimited plan, i could recommend paying a bit more and simply getting a lifetime unlimited plan instead",lifetime,2
2423,customer service is terrible - we keep getting the run around and no one gives an accurate answer.,Customer service,0
2646,however due to formatting it would be helpful to show a page break (optional to set for user) or a preview of pdf before exporting.,preview,1
3723,How did you recover a task that I accidentally deleted.??,task,1
3991,free @notionhq template: employee directory,Free,2
211,try to hv direct contact with the customer n not through aap,direct contact with the customer,0
1155,"Feeling upset, asana doesn't sync in mobile app.",mobile,0
2230,"worst service and no oredictability whether we would receive the scheduled orders or not, and during the lock down just to accommodate new customers existing customers from last one year are deprived services, i was reciebing msg updates due tonlock down conditions we are unable to deliver for so and so dates, from 22nd",service,0
2550,copyright-free music reseller rights advanced editing,Reseller,2
2738,if half ltr of milk delivery charge 1 rs.,delivery charge,0
3214,spoiled expect for the first day egges.,egges.,0
2327,can invideo upload directly to youtube without having to first download to my computer?,YouTube,1
555,"Missing grouping, inline URLs in long text and many other features as others have pointed out.

",text,0
910,you will be able to search with the name of the clicp,search,1
1872,"poor service, service fees too high and irrational behaviour by customer service","service,",0
820,Top-end applications like Jira gives your project manager to constantly distract you.,project,0
2438,supr daily is looting,Supr daily,0
2187,prompt delivery on a daily basis and the understanding the requirement of customers (specially the vacation featuredy~,vacation,2
831,I will tell you what i do not like payments made on your app takes a long time to reflect and renew subcription.,payments,0
1363,"your packing staff is unskilled , tomato, mausambi,podina, kadi patta, --20% is wasted.","Mausambi,Podina,",0
2978,the app crashed once for this extremely simple task on ipad pro 11.,iPad Pro 11.,0
2747,you can cancel the plan from subscription plan page and let us know we will refund this for you,refund,0
2367,timely delivery and convenience,delivery,2
1581,Asana help me to organize my marketing ideas all together and able to assign task to my marketing team instantly in a macro view.,assign task,1
1703,do not mess with bread butter & other breakfast items,butter,0
587,Does not support any below Android 7.0. :(,Android,0
2297,"Tried adding a column of numbers.   Trying to calculate a payroll.   With supplemental hours etc.   Gas, parking, etc.

Can't just add up a column without creating additional tables.   MULTIPLE ADDITIONAL TABLES.   And then the videos they have on their web site.    Seriously - how about a way of freezing the video so we can follow the steps.    Watched one video; I had to watch it 20 times at least so I could follow the steps.   

I know, it's not supposed to be excel.   I get it.   Still too complicated to just add up how much I am supposed to be reimbursed for my mileage, parking etc.    

But hey,  not all bad - I haven't torn out all my hair - yet.

In conclusion - still room for improvement.    Think I will just look for an excel type product.",MULTIPLE ADDITIONAL TABLES,1
917,honestly i love the app.,app,0
2414,"No keyboard shortcuts ??

",keyboard,1
3890,"it was not stuck, just slow i see, give it a max of 10 mins at times if its a bit slow",stuck,0
358,why it is getting stuck every time some uploaded image is used,stuck,0
2035,Required to create an account to use the app.,account,1
2250,"i just started using notion and it is amazing, only thing I would love for the mobile version would be widget's, I would love to use it with my calenders",notion,2
113,free delivery became now paid and then service fee for other milk products is not acceptable and should immediately revoke,delivery,0
3440,need faster updates!,Need,2
1609,ASANA will blackmail you in the seats and payment plans ITS A FRAUD try by yourself if you like,FRAUD,0
2623,supr daily delivery charges per order are very high.,delivery charges,0
2149,Has a great task management which can be segregated however you wish.,task,2
319,"if you try the mobile app first you might not like notion, you should try the web app or desktop app to see the full power of notion, and keep the mobile to view and do simple edits to your projects.",desktop app,2
2611,"to me, notes have to be aesthetically pleasing, nice and clean and notion is def the best provider or that - plus loads of nice functions where you can modify the text and add images links etc.",text,2
3218,have a better customer service help,customer service,0
1268,best app for project mgt.,App,2
2143,"thanks for the clarification, paula!",Paula,1
1679,Very comfortable tracker/board.,board,1
3227,this app is amazing!,app,2
1930,"the app itself is amazing and extremely useful, probably the best note taking app right now.",app,2
470,You’d think for how outrageously expensive AirTable is ($200-250/year per *user,expensive,0
3691,"well for now I am going to take the monthly plan, because the truth as i have a lot of development expenses, i find it a bit difficult this month at $ 500, but i do take the option into account, because at the moment one of my platforms starts to generate that it will be throughout the month of may and june","expenses,",0
1478,improve your customer service and product availability and quality,Customer service,0
567,early morning delivery,morning Delivery,2
3725,shall i retry the charge from the backend?,charge,1
1290,"promt service , hasselfree delivery",delivery,2
3198,"i have deleted the account, you will need to resend an invitation to  and accept it again",account,1
2703,still you do not give door step delivery after repeated instructions,door step delivery,0
1766,i absolutely love this app!,app!,2
3419,"whenever supply does not happen by regular time, only false promises are being made that the supply will be made in next 30 minutes etc.",supply,0
3342,it replaced 6 apps for me:,apps,2
2057,remove delivery charges.,Delivery charges.,0
72,good and excellent service,Good,2
595,second slide is fine,slide,0
287,it would be better if i can see the project dashboard (not only show percentage),project,1
3601,"hi, i have voice overs I would like to import and sync with scenes.",scenes.,1
530,so what stays in notion can never be taken out using mobile app.,mobile app.,0
1228,give me a android widget I will give you a 5 star,Android widget,0
596,keeping delivery in time,Delivery,2
3981,i helped co-found a company on notion which was a difficult task but manageable.,task,0
48,i do not understand english well.,English,1
3640,if deliveries are not proper there is no proper updates about refund and every month thrice delivery not come,no proper updates,0
568,"great app on desktop, pretty terrible on mobile: no offline mode, no font size, very slow to open, can not select more than one line?","font size,",0
1071,I can't use anymore Asana on iPad 4 with iOS 10.3.4.,iOS,0
1977,The web version is already in Russian and why is it not in ios Russian?,ios,1
3587,Can’t modify email notification settings on the app or through web on mobile.,email,0
1465,"I use project management and personal tasks, simply fantastic, and combined with Instagantt is the best",project,1
3847,the app works really well,app,2
1113,Every time you open the app it resets your tasks to show all of them rather than just “incomplete” which I have to set it to constantly.,tasks,1
611,so sorry for the trouble accessing your workspace.,workspace,1
325,delivery on time.,Delivery,2
3233,"you can also click on the ""try it free"" button there in red.",free,2
1578,i received simla mitch but one piece is spoiled.,received Simla,0
1704,"too bad notion free plan is kind of limiting anyway, still a great app.",Notion,0
3866,product n delivery experience,delivery experience,2
671,wider range and variety of grocery item,range and variety of,0
1809,i was charged today.,charged,0
3681,"hello, how can i cancel free account?",account?,1
1374,"hi, i have voice overs I would like to import and sync with scenes.",sync,1
140,"it is so versatile that if we need a spreadsheet, or chart, or even just a shopping list for snacks, i can create that.","chart,",2
825,"ok, i will write to you from the email that i registered the account, ok?","account,",1
2924,Need gallery view in iOS app or maybe if I can use iPad browser to check my data - which right now I can only login in app but not from iPad browser.,browser,0
604,Bad mobile experience.,mobile,0
1568,after update for my miezu mx6 - app do not starred.,app,0
3962,"i want to unsubscribe from my business plan, but i do not know how to","business plan,",1
2302,quick delivery and time before delivery,delivery,2
3788,your are charging delivery charges for milk and other items.,delivery charges,0
1119,if they were to add widgets it would be 5 stars,widgets,0
1887,"This year a lot of improvements in the iphone app, which I dont use, but great for collaborating teams.",iphone,1
2920,App repeatedly crashes when changing filtered view on iOS,view,0
3451,it is still like a stripped page of all the other templates and pages i used to have within them and others.,templates,0
2751,simply love this app.,app.,2
3605,how do i cancel my free trial period?,trial,1
1117,how can i insert my own recorded audio into the invideo timeline?,audio,1
1864,we are excited to be on a list with companies we admire and work with everyday as.,list,2
1755,iput my card details,card,0
286,you can cancel your plan from subscription plan page from your laptop and desktop.,cancel,1
3676,I find Asana to be more effective on the web browser as opposed to the app.,browser,1
1493,"yes, go with notion (then get your custom link).",custom,1
410,"we are in the process of collecting notes from users about our new export as pdf, and I will make sure your message gets included for our product team to take to heart.",PDF,1
2398,check the volume of the video clip and the background music from there,music,1
3714,":) i use on android tablet mostly and keyboard shortcut to ""undo"" and ""redo"" do not work properly or consistently.",Keyboard shortcut,0
899,also check out the travel bucket list template on my site.,list,2
1824,well i do not see any option to try the editing though,editing,1
1101,on delivery especially milk,milk,0
247,how can i embed an image from a link in a gallery template?,gallery,1
3206,but notion has ever missing feature I have ever wanted.,Notion,2
2572,product availability and different products should be available.,Product availability,0
133,notion is amazing on desktop but near unusable on app.,app.,2
2154,"okay, sounds great.",sounds,2
1878,Bad on tablet & phone.,tablet,0
2183,your customer care service is too much bad,customer care service,0
3149,"i cannot select multiple items on the app, which is super easy on the website.","app,",0
482,regularity and timely delivery of products,products,2
685,"Dear developers, when logging into a program using Google account returns an error window.
",account,0
1100,i was introduced to this app through one of my youtubers,app,0
3287,this app is unusable due to the slowness.,app,2
1632,what does the 1m stand for for premium media?,premium,1
2169,"i like notion a lot, but the app start time is terrible, the white loading screen is blindingly bright and now it seems the dark mode is gone completely",screen,0
3466,pls do the needful with 720p for these 2 completed projects,720p,2
1342,please help (android app or web page via chrome - none is working),(Android app,0
3533,i do not know why some people complain about the speed and reliability of the notion app.,app.,2
619,does your software connect to youtube?,Youtube?,1
3595,"quality, commitment and service","Quality,",2
83,I have used notion on my desktop so i wanted to try it out on my iphone however the app already does not open on my first time downloading it.,app,0
3718,rs 2 for a lt milk dilivery charges is to much,dilivery charges,0
3824,delivery charges be removed,Delivery charges,0
3936,Stop buying fake reviews start do some decent improvements so maybe people will pay you without the need to scam them!!,scam,0
856,i struggle to learn notion but I am glad it has worked for you,learn,0
3354,this app has massively improved in the past year and the pc version is a god-send!,app,2
3389,"shared this before, but the workspace specific + channel specific @notionhq slack integration is a game changer.",Shared,1
770,Structures team work perfectly.,team,1
679,Love Asana but sadly lost hours of work using the voice transcribe feature - it did not properly save and am sad to have lost over 5 hours of voice transcribing I had done,voice,0
733,still not provided the promiced super bag and each time hearing different answers from customer care,customer care,0
2919,five months i subscribe milk,milk,0
375,All of your tasks at your hand.,tasks,1
1696,suddenly you increase price of essential items like egg and vegetables reduce the prices,egg,0
1051,useless android version.,Android version.,0
261,"slow app gets stopped by the system all the time, (maybe because it uses a lot of ram), and takes forever to start, sometimes never starts.",App,0
543,i wanted to see if there is an issue with the credit card function.,credit,1
1295,improve delivery system and communication,delivery system,0
1885,"excellent , time bound service.",Excellent,2
1795,i love the app but it needs improvement.,app,2
3498,pls keep more fruits and variety of pulses,more fruits,0
1145,the android app is so slow it is borderline unusable.,android app,0
999,unacceptably slow to open the app.,slow,0
1758,"- Displaying issues on ipad in landscape mode
- no ability to create teams on iOS 
- not possible to change the default view mode of a project...
",iOS,0
462,How to change language from Germany to English?,language,1
455,it simply stays on the first screen - white with the logo on it.,logo,0
1143,"""My Task"" tab doesn't save the custom filter after I restart the app.",Task,0
3332,we want use full potential of notion on our phones as well,Notion,2
992,veggies and fruits cost is little high than market prices,fruits cost,0
2475,sadly the mobile app is a little more than a web browser.,mobile app,0
2717,i like your service very much and my family has liked your service very much,service,2
3570,the interface and workflow is innovative and allows you to be as flexible yet simple as you want with your pages and templates.,interface,2
2010,"also, are you guys thinking about linking your app to google calendar?",calendar?,1
2374,quality of fruits and vegetables are not that much good according to the price.,vegetables,0
810,not user friendly.,user friendly.,0
2137,any article on how to use invideo,how to use,1
3720,but viewing this data in calendar view (by 'upcoming date' so upcoming birthdays show) does not show anything for today's date.,Calendar,1
2983,unlimited videos exports/month unlimited premium videos/month.,Premium,2
2578,ok this app is great but especially with ios 14 coming out we really need some widgets,widgets,0
2551,"app ask for the password way too often, i do not want to enter my password that i received by email all the time, it is annoying",App,2
2077,"All of a sudden, when I try to access my account, the message appears: “There is no account linked to this email. ”
",account,0
339,love this app a request to the dev make something like a widget of the checklist todo so it will be easier to check them,widget,0
3387,"@jemiawilliams @notionanswers @notionhq my freelancers or tasks templates may speed things up for you, have a look.",templates,2
3771,"you do not need to buy a separate plan for each one, just one on this account will do, then simply add them as team members and they get the same benefits",account,1
3805,I constantly have notifications and badges on the Asana app even though all my tasks are complete.,notifications,0
3966,is it best practice to work with small scenes (say 20 seconds each instead of a longer 60 second scene?,scenes,0
642,"sure, please sahre the new email and we will change this for you",email,1
315,"visa is 1509 and billing address is stargarder weg 10,  gottingen",Billing,1
3108,excellent app for note taking and cross platform usability.,app,2
1791,"Slow loading of the bases, but works great now.",Slow loading,0
3426,poor quality of coconuts delivered.,coconuts,0
3014,Airtable is an amazing product on desktop.,desktop,2
1582,"simple interface, easy to use.","Interface,",2
3437,"""allow support access""",support,2
2706,"i have been trying this app for a week now, the window laptop version is the best, i feel like to be more productive and more organized as well.",app,0
1207,it is loading fine,loading,2
3265,I was working and m asked to log in again,log,0
1274,you can remove the backgrounds from 20 images,background,1
1205,"If I want to create list on my phone I don’t need account, ToS and similar nonsense. 
",list,1
1453,Impossible to register.,register,0
3340,All integrations require zapier.,integrations,1
2912,fraud company - i paid for 30 days and i received milk only for 29 days and no proper response from customer support.,milk,0
1499,i was told that i would receive an insulation bag for milk delivery subscription of more than 30 days.,delivery subscription,0
719,"oh thanks, i was using mobile phone thas why i did not see it.",mobile,1
3952,the web version works great on desktop but this app is unusable.,app,0
3663,"no mistake in delivering the correct product, correct quantity.",correct quantity.,2
2427,time track with @forestapp_cc project track with @notionhq invoice with a google doc template.,Invoice,1
3254,"the search engine indexing allows your public shared pages to appear on in search engines such as google, but only if you or someone else links to it somewhere in the web.",web.,1
378,"For a couple of months after the update, the date has been You can't use.",update,1
3110,ease of use and polite delivery people,polite delivery people,2
92,"when i try to copy the link to a page, it gives me an option to share it to other apps",apps,0
2050,The best project management app!,project,2
473,"we are using a shared database, yep.",shared,1
1442,Love the App and the push notifications.,push notifications,2
1359,"sure, i can share a link to pay, do you prefer paying with paypal or card?",pay,1
632,"apologies, that is a template-specific effect.",template,1
2462,"open (regardless of where it is), not taking advantage of force touch for quick note capturing, not having a clear all button for trash, etc.",button,0
116,but it does not even start.,even,2
581,dat last edited is 29th april,edited,1
3469,"the slowest app ever at the starting, it takes at least 30 seconds just to open the app, this is an horrible experience",app,2
1804,Would be nice to be able to sort ‘My Tasks’ in Calendar mode,sort,1
157,"but i never started with a black screen, it comes up automaticaly before running into the first image",image,1
2909,almost everyday we need to call your support for missing items or damaged or expired items delivered.,missing items,0
786,i already exported another one and it worked perfectly,exported,2
610,-1 star because does not support hand writing or sketching with the apple pencil on,Apple Pencil,0
53,"my colleague has a paid subscription, so why did we get a claim?",paid,1
2538,"{""errorid"":""4ec6996c-831c-46ca-b394-7c636fe762bd"",""name"":""validationerror"",""message"":""unsaved transactions: user does not have edit access to record"",""clientdata"":{""type"":""unsaved_transactions"",""errors"":[{""id"":""4ddad4ff-2698-42af-ab54-6e87106d3951"",""name"":""validationerror"",""retryable"":false}],""untried"":[]}}",edit,0
3377,"Browser version great.  iOS version meh.  Glitchy, slow, locks up.  Frustrating.",iOS,0
1313,"sharing an image to notion from other app (chrome, screenshot) does not load sometime.","(Chrome, Screenshot)",0
2512,I first started using AirTable on my Mac.,Mac,1
1532,"I'm learning, but it was very useful and intuitive.",learning,1
2508,"however, i do not see a way to add custom templates to notion without submitting them to the global notion template gallery?",custom,0
1721,"but only for desktop, on android it sucks",Android,0
2782,"i ordered, cheese, butter, mushrooms, cream..","mushrooms,",0
2657,good service good items fresh products.,service,2
2428,actually there are many databases that will not load now.,database,0
758,i need to make sure i do not have 2 accounts by chance.,accounts,0
3477,"quality of fruits and vegetables needs to be improved, breads and chips are delivered crushed inside pack, stale batters are delivered at times.",fruits,0
